protocol,key_bits,plaintext_bytes,seed,enc_ms,dec_ms,classical_security,post_grover_security
AES-256,256,128,36,0.0124,0.0099,256,128
AES-256,256,128,37,0.0129,0.0095,256,128
AES-256,256,128,38,0.0117,0.0094,256,128
AES-256,256,128,39,0.0118,0.0093,256,128
AES-256,256,128,40,0.0113,0.0095,256,128
AES-256,256,128,41,0.0116,0.0095,256,128
AES-256,256,128,42,0.0118,0.0093,256,128
AES-256,256,128,43,0.0113,0.0094,256,128
AES-256,256,128,44,0.0115,0.0092,256,128
AES-256,256,128,45,0.0117,0.0092,256,128
AES-256,256,128,46,0.011,0.0092,256,128
AES-256,256,128,47,0.0114,0.0091,256,128
AES-256,256,128,48,0.0111,0.0092,256,128
AES-256,256,128,49,0.0241,0.012,256,128
AES-128,128,512,0,0.0402,0.0161,128,64
AES-128,128,512,1,0.0163,0.0122,128,64
AES-128,128,512,2,0.0145,0.0115,128,64
AES-128,128,512,3,0.0133,0.0108,128,64
AES-128,128,512,4,0.0137,0.011,128,64
AES-128,128,512,5,0.0137,0.011,128,64
AES-128,128,512,6,0.0135,0.011,128,64
AES-128,128,512,7,0.0131,0.0106,128,64
AES-128,128,512,8,0.0127,0.0106,128,64
AES-128,128,512,9,0.013,0.0107,128,64
AES-128,128,512,10,0.0133,0.0106,128,64
AES-128,128,512,11,0.013,0.0108,128,64
AES-128,128,512,12,0.0129,0.0108,128,64
AES-128,128,512,13,0.013,0.0107,128,64
AES-128,128,512,14,0.0129,0.0105,128,64
AES-128,128,512,15,0.0125,0.01,128,64
AES-128,128,512,16,0.0167,0.0113,128,64
AES-128,128,512,17,0.0134,0.0108,128,64
AES-128,128,512,18,0.0133,0.0105,128,64
AES-128,128,512,19,0.0128,0.0099,128,64
AES-128,128,512,20,0.0126,0.0098,128,64
AES-128,128,512,21,0.0118,0.0097,128,64
AES-128,128,512,22,0.0115,0.0094,128,64
AES-128,128,512,23,0.0117,0.0094,128,64
AES-128,128,512,24,0.0115,0.0095,128,64
AES-128,128,512,25,0.0115,0.0094,128,64
AES-128,128,512,26,0.0116,0.0094,128,64
AES-128,128,512,27,0.0114,0.0095,128,64
AES-128,128,512,28,0.0113,0.0095,128,64
AES-128,128,512,29,0.0116,0.0095,128,64
AES-128,128,512,30,0.0114,0.0093,128,64
AES-128,128,512,31,0.0117,0.0094,128,64
AES-128,128,512,32,0.0115,0.0093,128,64
AES-128,128,512,33,0.0116,0.0094,128,64
AES-128,128,512,34,0.0114,0.0093,128,64
AES-128,128,512,35,0.0114,0.0093,128,64
AES-128,128,512,36,0.0113,0.0094,128,64
AES-128,128,512,37,0.0115,0.0095,128,64
AES-128,128,512,38,0.0115,0.0094,128,64
AES-128,128,512,39,0.0114,0.0094,128,64
AES-128,128,512,40,0.0113,0.0095,128,64
AES-128,128,512,41,0.0115,0.0095,128,64
AES-128,128,512,42,0.0113,0.0093,128,64
AES-128,128,512,43,0.0116,0.0092,128,64
AES-128,128,512,44,0.0114,0.0092,128,64
AES-128,128,512,45,0.0137,0.0098,128,64
AES-128,128,512,46,0.0118,0.0094,128,64
AES-128,128,512,47,0.0115,0.0095,128,64
AES-128,128,512,48,0.0117,0.0093,128,64
AES-128,128,512,49,0.0116,0.0093,128,64
AES-256,256,512,0,0.0308,0.015,256,128
AES-256,256,512,1,0.0157,0.0117,256,128
AES-256,256,512,2,0.0137,0.0107,256,128
AES-256,256,512,3,0.0128,0.01,256,128
AES-256,256,512,4,0.0131,0.0105,256,128
AES-256,256,512,5,0.0131,0.0105,256,128
AES-256,256,512,6,0.013,0.0102,256,128
AES-256,256,512,7,0.0128,0.0099,256,128
AES-256,256,512,8,0.0131,0.01,256,128
AES-256,256,512,9,0.0127,0.0115,256,128
AES-256,256,512,10,0.0126,0.0104,256,128
AES-256,256,512,11,0.0127,0.0105,256,128
AES-256,256,512,12,0.0131,0.0104,256,128
AES-256,256,512,13,0.0129,0.0104,256,128
AES-256,256,512,14,0.0129,0.0102,256,128
AES-256,256,512,15,0.0494,0.0298,256,128
AES-256,256,512,16,0.0443,0.0225,256,128
AES-256,256,512,17,0.0259,0.0196,256,128
AES-256,256,512,18,0.022,0.0117,256,128
AES-256,256,512,19,0.0134,0.0102,256,128
AES-256,256,512,20,0.0125,0.0098,256,128
AES-256,256,512,21,0.0124,0.0097,256,128
AES-256,256,512,22,0.0124,0.0097,256,128
AES-256,256,512,23,0.0123,0.0097,256,128
AES-256,256,512,24,0.0231,0.0122,256,128
AES-256,256,512,25,0.0125,0.0099,256,128
AES-256,256,512,26,0.0123,0.0097,256,128
AES-256,256,512,27,0.0122,0.0097,256,128
AES-256,256,512,28,0.0121,0.0099,256,128
AES-256,256,512,29,0.0123,0.0097,256,128
AES-256,256,512,30,0.0121,0.0096,256,128
AES-256,256,512,31,0.012,0.0096,256,128
AES-256,256,512,32,0.0121,0.0097,256,128
AES-256,256,512,33,0.0122,0.0096,256,128
AES-256,256,512,34,0.0123,0.0095,256,128
AES-256,256,512,35,0.012,0.0096,256,128
AES-256,256,512,36,0.012,0.0098,256,128
AES-256,256,512,37,0.0122,0.0097,256,128
AES-256,256,512,38,0.0121,0.01,256,128
AES-256,256,512,39,0.012,0.0095,256,128
AES-256,256,512,40,0.0121,0.0099,256,128
AES-256,256,512,41,0.0123,0.0097,256,128
AES-256,256,512,42,0.0121,0.0096,256,128
AES-256,256,512,43,0.0123,0.0098,256,128
AES-256,256,512,44,0.0119,0.0096,256,128
AES-256,256,512,45,0.0121,0.0096,256,128
AES-256,256,512,46,0.012,0.0099,256,128
AES-256,256,512,47,0.0122,0.0099,256,128
AES-256,256,512,48,0.0121,0.0098,256,128
AES-256,256,512,49,0.0119,0.0098,256,128
AES-128,128,1024,0,0.037,0.0153,128,64
AES-128,128,1024,1,0.0163,0.0117,128,64
AES-128,128,1024,2,0.0225,0.0179,128,64
AES-128,128,1024,3,0.0229,0.0192,128,64
AES-128,128,1024,4,0.0192,0.011,128,64
AES-128,128,1024,5,0.0132,0.0101,128,64
AES-128,128,1024,6,0.0127,0.0099,128,64
AES-128,128,1024,7,0.0128,0.01,128,64
AES-128,128,1024,8,0.0124,0.0097,128,64
AES-128,128,1024,9,0.0128,0.0099,128,64
AES-128,128,1024,10,0.0125,0.0099,128,64
AES-128,128,1024,11,0.0125,0.0098,128,64
AES-128,128,1024,12,0.0127,0.0098,128,64
AES-128,128,1024,13,0.0127,0.0101,128,64
AES-128,128,1024,14,0.013,0.01,128,64
AES-128,128,1024,15,0.0128,0.0101,128,64
AES-128,128,1024,16,0.0127,0.0099,128,64
AES-128,128,1024,17,0.0143,0.0104,128,64
AES-128,128,1024,18,0.013,0.0102,128,64
AES-128,128,1024,19,0.0141,0.0105,128,64
AES-128,128,1024,20,0.0143,0.0111,128,64
AES-128,128,1024,21,0.0188,0.0196,128,64
AES-128,128,1024,22,0.0239,0.0119,128,64
AES-128,128,1024,23,0.0137,0.01,128,64
AES-128,128,1024,24,0.0125,0.0101,128,64
AES-128,128,1024,25,0.0127,0.0101,128,64
AES-128,128,1024,26,0.0127,0.0098,128,64
AES-128,128,1024,27,0.0123,0.0099,128,64
AES-128,128,1024,28,0.0132,0.017,128,64
AES-128,128,1024,29,0.0227,0.0157,128,64
AES-128,128,1024,30,0.0326,0.0109,128,64
AES-128,128,1024,31,0.031,0.0223,128,64
AES-128,128,1024,32,0.0158,0.0113,128,64
AES-128,128,1024,33,0.0143,0.0106,128,64
AES-128,128,1024,34,0.013,0.0104,128,64
AES-128,128,1024,35,0.0131,0.0107,128,64
AES-128,128,1024,36,0.025,0.023,128,64
AES-128,128,1024,37,0.018,0.011,128,64
AES-128,128,1024,38,0.0308,0.0312,128,64
AES-128,128,1024,39,0.02,0.0118,128,64
AES-128,128,1024,40,0.0147,0.0102,128,64
AES-128,128,1024,41,0.0135,0.0101,128,64
AES-128,128,1024,42,0.0215,0.0226,128,64
AES-128,128,1024,43,0.026,0.0208,128,64
AES-128,128,1024,44,0.024,0.0294,128,64
AES-128,128,1024,45,0.0427,0.0344,128,64
AES-128,128,1024,46,0.0329,0.0343,128,64
AES-128,128,1024,47,0.0788,0.0622,128,64
AES-128,128,1024,48,0.0695,0.0599,128,64
AES-128,128,1024,49,0.0557,0.0421,128,64
AES-256,256,1024,0,0.0874,0.0354,256,128
AES-256,256,1024,1,0.0391,0.0337,256,128
AES-256,256,1024,2,0.0392,0.0473,256,128
AES-256,256,1024,3,0.0422,0.0323,256,128
AES-256,256,1024,4,0.0414,0.0362,256,128
AES-256,256,1024,5,0.0421,0.0366,256,128
AES-256,256,1024,6,0.0425,0.0374,256,128
AES-256,256,1024,7,0.0407,0.0387,256,128
AES-256,256,1024,8,0.062,0.0658,256,128
AES-256,256,1024,9,0.0856,0.0657,256,128
AES-256,256,1024,10,0.0766,0.0686,256,128
AES-256,256,1024,11,0.2709,0.0621,256,128
AES-256,256,1024,12,0.0435,0.0391,256,128
AES-256,256,1024,13,0.0387,0.0628,256,128
AES-256,256,1024,14,0.0294,0.0239,256,128
AES-256,256,1024,15,0.0338,0.028,256,128
AES-256,256,1024,16,0.0292,0.0206,256,128
AES-256,256,1024,17,0.0257,0.0215,256,128
AES-256,256,1024,18,0.032,0.0266,256,128
AES-256,256,1024,19,0.0316,0.0272,256,128
AES-256,256,1024,20,0.0275,0.0252,256,128
AES-256,256,1024,21,0.0331,0.0266,256,128
AES-256,256,1024,22,0.0519,0.0454,256,128
AES-256,256,1024,23,0.0469,0.0426,256,128
AES-256,256,1024,24,0.0425,0.0405,256,128
AES-256,256,1024,25,0.0479,0.04,256,128
AES-256,256,1024,26,0.0663,0.0234,256,128
AES-256,256,1024,27,0.0239,0.016,256,128
AES-256,256,1024,28,0.0195,0.0146,256,128
AES-256,256,1024,29,0.0189,0.0143,256,128
AES-256,256,1024,30,0.1537,0.0261,256,128
AES-256,256,1024,31,0.0496,0.0242,256,128
AES-256,256,1024,32,0.0279,0.0183,256,128
AES-256,256,1024,33,0.0228,0.0199,256,128
AES-256,256,1024,34,0.0257,0.0181,256,128
AES-256,256,1024,35,0.021,0.0184,256,128
AES-256,256,1024,36,0.0426,0.023,256,128
AES-256,256,1024,37,0.0297,0.0247,256,128
AES-256,256,1024,38,0.0244,0.012,256,128
AES-256,256,1024,39,0.0144,0.0105,256,128
AES-256,256,1024,40,0.0133,0.0103,256,128
AES-256,256,1024,41,0.0134,0.0105,256,128
AES-256,256,1024,42,0.0138,0.0101,256,128
AES-256,256,1024,43,0.2163,0.014,256,128
AES-256,256,1024,44,0.0149,0.0104,256,128
AES-256,256,1024,45,0.0504,0.0153,256,128
AES-256,256,1024,46,0.0145,0.0103,256,128
AES-256,256,1024,47,0.0132,0.01,256,128
AES-256,256,1024,48,0.0132,0.01,256,128
AES-256,256,1024,49,0.0131,0.0099,256,128
